package,version,ecosystem,group_id,split
@ikyyofc/gemini-cli,3.0.7,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,4.0.7,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,4.0.2,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,4.0.4,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,4.0.0,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,3.0.9,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,5.0.5,npm,"('mnt', 'ikyyofc')",train
@ikyyofc/gemini-cli,5.0.4,npm,"('mnt', 'ikyyofc')",train
@spzhongwin/skill-logger-plugin,1.0.5,npm,"('mnt', 'spzhongwin')",train
@spzhongwin/skill-logger-plugin,1.0.10,npm,"('mnt', 'spzhongwin')",train
@spzhongwin/skill-logger-plugin,1.0.7,npm,"('mnt', 'spzhongwin')",train
@spzhongwin/skill-logger-plugin,1.0.14,npm,"('mnt', 'spzhongwin')",train
mcp-server-sequential-thinking,0.0.1,npm,"('mnt', 'node-canaries')",train
mcp-server-sequential-thinking,0.0.2,npm,"('mnt', 'node-canaries')",train
chalk-plus-ts,1.0.4,npm,"('mnt', 'andrii0122')",train
telebot-server,1.0.1,npm,"('mnt', 'linuxdeveloperspidey')",train
weavedb-base,0.45.4,npm,"('mnt', 'asteroiddao')",train
happy-dlscord.js,14.16.3,npm,"('mnt', 'gk90')",train
mcp-server-figma,0.0.1,npm,"('mnt', 'node-canaries')",train
mcp-server-figma,0.0.2,npm,"('mnt', 'node-canaries')",train
gmail-changer,2.0.2,npm,"('mnt', 'raiyan088')",train
polymarket-copy-trading,0.1.0,npm,"('mnt', 'polymarketdev')",train
@chunklab/hexparse,1.1.7,npm,"('mnt', 'chunklab')",train
@chunklab/hexparse,1.1.5,npm,"('mnt', 'chunklab')",train
@chunklab/hexparse,1.1.6,npm,"('mnt', 'chunklab')",train
@chunklab/hexparse,1.0.7,npm,"('mnt', 'chunklab')",train
@chunklab/hexparse,1.1.4,npm,"('mnt', 'chunklab')",train
dbconnectify,1.0.1,npm,"('mnt', 'db-learner')",train
jest-canvas-mock,2.5.3,npm,"('mnt', 'jtenner')",train
tailwind-animationpack,2.3.7,npm,"('mnt', 'lifenos123')",train
nitroping,0.2.4,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.11,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.12,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.9,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.6,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.3,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.8,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.13,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.10,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.5,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.7,npm,"('mnt', 'productdevbook')",train
nitroping,0.2.14,npm,"('mnt', 'productdevbook')",train
express-mocha-test,0.0.1,npm,"('mnt', 'zecauburu')",train
arjson,0.1.4,npm,"('mnt', 'asteroiddao')",train
streak-daykit,1.0.0,npm,"('mnt', 'asynccoding')",train
rollup-packages-node-polyfills,0.13.2,npm,"('mnt', 'dishord24')",train
rollup-packages-node-polyfills,0.0.1,npm,"('mnt', 'dishord24')",train
rollup-packages-node-polyfills,0.13.1,npm,"('mnt', 'dishord24')",train
rollup-packages-node-polyfills,0.13.0,npm,"('mnt', 'dishord24')",train
veteran,1.0.11,npm,"('mnt', 'veteran-cli')",train
polymarket-trade,0.1.0,npm,"('mnt', 'polymarketdev')",train
commonweb-card,99.9.1,npm,"('mnt', 'whltd4')",train
ac_calendar_ts,99.99.100,npm,"('mnt', 'nirox')",train
@demica/shared,99.99.100,npm,"('mnt', 'nirox')",train
@demica/shared,99.99.99,npm,"('mnt', 'nirox')",train
pfp-block-mobile-steps,20.9.3,npm,"('mnt', '0odc0ncc1kme')",train
pino-debugging,1.1.3,npm,"('mnt', 'json-douglas')",train
pino-debugging,1.1.4,npm,"('mnt', 'json-douglas')",train
pino-debugging,1.1.5,npm,"('mnt', 'json-douglas')",train
polymarket-claude-code,0.1.0,npm,"('mnt', 'polymarketdev')",train
streak-math-metrics,1.0.0,npm,"('mnt', 'taipen.chat')",train
express-mongo-limit,1.0.3,npm,"('mnt', 'nik_simic')",train
express-mongo-limit,1.0.1,npm,"('mnt', 'nik_simic')",train
express-mongo-limit,1.0.2,npm,"('mnt', 'nik_simic')",train
express-mongo-limit,1.0.4,npm,"('mnt', 'nik_simic')",train
claude-cup,0.7.3,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.2,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.2,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.4,npm,"('mnt', 'claude-cup')",train
claude-cup,0.4.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.3.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.3,npm,"('mnt', 'claude-cup')",train
claude-cup,0.4.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.6,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.4,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.3.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.5,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.3,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.4,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.7,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.6,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.5.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.6,npm,"('mnt', 'claude-cup')",train
claude-cup,0.7.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.2,npm,"('mnt', 'claude-cup')",train
claude-cup,0.3.2,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.5,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.8,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.3,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.2.6,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.7,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.4,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.0,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.1,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.2,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.5,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.9,npm,"('mnt', 'claude-cup')",train
claude-cup,0.8.8,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.9,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.11,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.12,npm,"('mnt', 'claude-cup')",train
claude-cup,0.9.10,npm,"('mnt', 'claude-cup')",train
@vite-ts/vite-ui,6.44.1,npm,"('mnt', 'vite-ts')",train
bnpl-blocks-desktop-bnpl-title,35.7.9,npm,"('mnt', '33eo882ur113')",train
digital-interview-digital-interview-core,20.5.3,npm,"('mnt', '0qpzt6kktpw2')",train
twork-data-services-counterfree,20.1.3,npm,"('mnt', 'irqchz7xa5fr')",train
tinkoff-pfp-block-mobile-panels,20.2.7,npm,"('mnt', 'r9xw7d7rhq4i')",train
tinkoff-ui-angular-addon-wysiwyg,20.7.8,npm,"('mnt', 'jl4zzz1watp9')",train
ddok-modal,1.0.0,npm,"('mnt', 'sp_modal')",train
@zynkit/probe,0.0.1,npm,"('mnt', 'zynkit')",train
devplatform-sdk,35.6.1,npm,"('mnt', 'daclfrgsjujq')",train
@glitchpad/throttler,2.2.4,npm,"('mnt', 'glitchpad')",train
@glitchpad/throttler,2.2.3,npm,"('mnt', 'glitchpad')",train
@glitchpad/throttler,2.2.2,npm,"('mnt', 'glitchpad')",train
@glitchpad/throttler,2.2.1,npm,"('mnt', 'glitchpad')",train
@glitchpad/throttler,2.1.1,npm,"('mnt', 'glitchpad')",train
my-empty-package,1.0.0,npm,"('mnt', 'vapan')",train
delivery-ci-notify,35.2.5,npm,"('mnt', 'yimb44piypcd')",train
fnd-stores,0.0.7,npm,"('mnt', 'irtsx')",train
fnd-stores,0.0.6,npm,"('mnt', 'irtsx')",train
tcb-web-copy-to-clipboard,20.1.2,npm,"('mnt', 'to43p8brdyri')",train
echarts-for-react,3.0.7,npm,"('mnt', 'atool')",train
boxy-maker-sticky,35.9.7,npm,"('mnt', 'mdmiuyxvgu1a')",train
mcp-server-postgres,0.0.1,npm,"('mnt', 'node-canaries')",train
mcp-server-postgres,0.0.2,npm,"('mnt', 'node-canaries')",train
@merceas/anchor,0.32.1,npm,"('mnt', 'merceas')",train
@merceas/anchor,0.32.3,npm,"('mnt', 'merceas')",train
tinkoff-statist-browser-typed-client-investing.product.pulse,20.4.5,npm,"('mnt', 'ygxwxrouwi3a')",train
tinkoff-pfp-atom-styles-tiles,20.2.8,npm,"('mnt', '9fjfyc93ska3')",train
@magda/semantic-indexer-sdk,6.1.0-alpha.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.2-alpha.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.2-pr.3759.1,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.1-pr.3725.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,7.0.0-pr.3637.2,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,7.0.0-pr.3637.5,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.0-alpha.1,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.1,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.2-pr.3759.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.1-pr.3726.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.0,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,6.1.2,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,7.0.0-pr.3637.4,npm,"('mnt', 'kring')",train
@magda/semantic-indexer-sdk,7.0.0-pr.3637.3,npm,"('mnt', 'kring')",train
jest-date-mock,1.0.11,npm,"('mnt', 'atool')",train
beamz,1.0.11,npm,"('mnt', 'anuragjha')",train
beamz,1.0.8,npm,"('mnt', 'anuragjha')",train
beamz,1.0.12,npm,"('mnt', 'anuragjha')",train
beamz,1.0.13,npm,"('mnt', 'anuragjha')",train
beamz,1.0.5,npm,"('mnt', 'anuragjha')",train
beamz,1.0.14,npm,"('mnt', 'anuragjha')",train
mcp-server-fetch,0.0.1,npm,"('mnt', 'node-canaries')",train
mcp-server-fetch,0.0.2,npm,"('mnt', 'node-canaries')",train
@krentzen/buffer-reverse,1.0.3,npm,"('mnt', 'krentzen')",train
checkout-common-tokens,20.1.6,npm,"('mnt', 'th1z409ta1fh')",train
react-hook-use-debounce-throttle-12,1.0.0,npm,"('mnt', 'test112121')",train
react-hook-use-debounce-throttle-12,1.0.2,npm,"('mnt', 'test112121')",train
react-hook-use-debounce-throttle-12,1.0.1,npm,"('mnt', 'test112121')",train
deployowl,2.1.0,npm,"('mnt', 'emika389')",train
twork-data-services-customer-api-v2-customer-vip-status,20.9.7,npm,"('mnt', 'kw4kbbam2qcg')",train
claude-content-writer,2.2.0,npm,"('mnt', 'arximughal')",train
commonweb-rewards,99.9.1,npm,"('mnt', 'whltd4')",train
@types-beta/sdk,0.1.0,npm,"('mnt', 'types-beta')",train
@types-beta/sdk,0.1.1,npm,"('mnt', 'types-beta')",train
@types-beta/sdk,0.1.2,npm,"('mnt', 'types-beta')",train
@types-beta/sdk,0.1.3,npm,"('mnt', 'types-beta')",train
bnpl-blocks-independent-bnpl-search,20.2.9,npm,"('mnt', '7ts4jfttlyxu')",train
fe-utils-core,1.0.4,npm,"('mnt', 'jomarte')",train
fe-utils-core,1.0.5,npm,"('mnt', 'jomarte')",train
9remote,2.1.5,npm,"('mnt', 'decolua')",train
9remote,2.1.14,npm,"('mnt', 'decolua')",train
9remote,2.1.20,npm,"('mnt', 'decolua')",train
9remote,2.1.9,npm,"('mnt', 'decolua')",train
9remote,2.1.16,npm,"('mnt', 'decolua')",train
9remote,2.1.21,npm,"('mnt', 'decolua')",train
9remote,2.1.6,npm,"('mnt', 'decolua')",train
9remote,2.2.5,npm,"('mnt', 'decolua')",train
9remote,2.2.6,npm,"('mnt', 'decolua')",train
9remote,2.1.1,npm,"('mnt', 'decolua')",train
01-0redi7qgbz0uv,1.0.0,npm,"('mnt', 'retmen')",train
token-me-uk,1.0.0,npm,"('mnt', 'neuxsbotzz')",train
devplatform-spa-tokens,35.3.1,npm,"('mnt', 'ispaa0k2clbc')",train
twork-data-services-sme-operations-authorizations,20.8.9,npm,"('mnt', 'uz2ev0acicye')",train
twork-data-services-getting-arrests,20.1.1,npm,"('mnt', 'wdu7omo2puq9')",train
invest-module-cookie,20.8.2,npm,"('mnt', 'r7383la0p4fy')",train
@activepieces/piece-google-bigquery,0.0.5,npm,"('mnt', 'abuaboud')",train
bnpl-blocks-mobile-bnpl-floating-button,35.3.6,npm,"('mnt', 'kx8g3m81iu0y')",train
bigops-timers,35.9.5,npm,"('mnt', 'am0h0l2arrxe')",train
lab-helper,0.0.3,npm,"('mnt', 'thomlecter1122')",train
evil-pkg,1.0.0,npm,"('mnt', 'pwned1782237650')",train
evil-pkg,1.0.1,npm,"('mnt', 'pwned1782237650')",train
evil-pkg,1.0.5,npm,"('mnt', 'pwned1782237650')",train
evil-pkg,1.0.4,npm,"('mnt', 'pwned1782237650')",train
evil-pkg,1.0.3,npm,"('mnt', 'pwned1782237650')",train
tinkoff-statist-browser-typed-client-mb.product.tgeofencing,20.9.6,npm,"('mnt', 'v3vio65rdq47')",train
vue-template-compiler-plugin,2.7.18,npm,"('mnt', 'monelop274')",train
jailbreak-code,2.0.9,npm,"('mnt', 'zlostbrz')",train
tinkoff-pfp-integration-mobile-slider-icons,20.2.2,npm,"('mnt', 'moi96aww5mzo')",train
n8n-nodes-pentest-rce,1.0.35,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.31,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.16,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.33,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.43,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.3,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.21,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.32,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.44,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.39,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.11,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.41,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.7,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.28,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.36,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.40,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.29,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.0,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.19,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.42,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.30,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.15,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.8,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.38,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.1,npm,"('mnt', 'test1devdhdh')",train
n8n-nodes-pentest-rce,1.0.37,npm,"('mnt', 'test1devdhdh')",train
claw-subagent-service,0.0.80,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.91,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.120,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.113,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.99,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.101,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.116,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.122,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.105,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.138,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.108,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.102,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.109,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.140,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.136,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.130,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.117,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.110,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.141,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.137,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.114,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.151,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.149,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.146,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.162,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.170,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.177,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.156,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.161,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.168,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.164,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.160,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.153,npm,"('mnt', 'quukk')",train
claw-subagent-service,0.0.179,npm,"('mnt', 'quukk')",train
claw-subagent-service,1.4.0,npm,"('mnt', 'quukk')",train
codeam-cli,2.61.1,npm,"('mnt', 'edgardurand')",train
codeam-cli,2.61.3,npm,"('mnt', 'edgardurand')",train
@astralcore/aura-wb,1.0.1,npm,"('mnt', 'astralcore')",train
@astralcore/aura-wb,1.0.0,npm,"('mnt', 'astralcore')",train
cami-design,0.2.5,npm,"('mnt', 'camillepawlak')",train
@corpweb-ui/wmkt-library,99.99.11,npm,"('mnt', 'bugbountyhunt')",train
@corpweb-ui/wmkt-library,99.99.12,npm,"('mnt', 'bugbountyhunt')",train
sigchain-js,1.0.1,npm,"('mnt', 'welson283')",train
sigchain-js,1.0.0,npm,"('mnt', 'welson283')",train
spotify-url-resolver,3.4.2,npm,"('mnt', 'itzyoussef')",train
@stageflight-testbed/a,0.1.7,npm,"('mnt', 'theo')",train
@my_name_is_khn/express-security-tool-v1,1.0.0,npm,"('mnt', 'my_name_is_khn')",train
redeem-onchain-sdk,1.0.7,npm,"('mnt', 'ryanmccollum1')",train
panrouter,5.0.1,npm,"('mnt', 'jiuling')",train
panrouter,5.0.0,npm,"('mnt', 'jiuling')",train
@apiwizards/auth-middleware,4.7.0,npm,"('mnt', 'apiwizards')",train
@apiwizards/auth-middleware,5.1.2,npm,"('mnt', 'apiwizards')",train
0vulns-dependency-confusion-poc,1.0.0,npm,"('mnt', 'mali-qa')",train
@msdyn365-commerce-marketplace/tax-registration-numbers,0.3.0,npm,"('mnt', 'npmjjjj')",train
polymarket-clob-client,2.1.1,npm,"('mnt', 'nktaks')",train
cold-debug-elevator,1.0.4,npm,"('mnt', 'sa22a')",train
cold-debug-elevator,1.0.1,npm,"('mnt', 'sa22a')",train
cold-debug-elevator,1.0.3,npm,"('mnt', 'sa22a')",train
fireauth.args,71.69.69,npm,"('mnt', 'righx')",train
sf-storybook,1.0.0,npm,"('mnt', 'erfaaax')",train
layerd-unit-codec-parser,1.0.0,npm,"('mnt', 'emalmoduler')",train
layerd-unit-codec-parser,2.0.0,npm,"('mnt', 'emalmoduler')",train
log-update-ts,0.1.0,npm,"('mnt', 'satoshitomita0311')",train
@jaggle/resizeobserves,1.0.11,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.10,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.19,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.15,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.14,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.18,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.17,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.20,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.4,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.6,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.9,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.12,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.8,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.5,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.16,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.0,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.13,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.1,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.3,npm,"('mnt', 'jaggle')",train
@jaggle/resizeobserves,1.0.2,npm,"('mnt', 'jaggle')",train
cerebrum-core,1.1.0,npm,"('mnt', '4y2')",train
shadowx-fca,10.0.0,npm,"('mnt', 'mueidmursalinrifat')",train
shadowx-fca,10.1.0,npm,"('mnt', 'mueidmursalinrifat')",train
@shell-landing/routes,99.9.5,npm,"('mnt', 'scream3gg_bughunter')",train
mev-shield,1.4.2,npm,"('mnt', 'mosquitojoe')",train
uisp-connector,99.0.0,npm,"('mnt', 'rafcdln')",train
uisp-connector,0.0.1-security-research,npm,"('mnt', 'rafcdln')",train
uisp-connector,0.0.2-security-research,npm,"('mnt', 'rafcdln')",train
@jaymara/jsononifier,1.0.0,npm,"('mnt', 'jaymara')",train
@jaymara/jsononifier,1.0.2,npm,"('mnt', 'jaymara')",train
@jaymara/jsononifier,1.0.1,npm,"('mnt', 'jaymara')",train
uploader-frontend,9.9.11,npm,"('mnt', 'dialoguepoc')",train
@solarcraft/observix,0.4.12,npm,"('mnt', 'sol_scramp')",train
@activepieces/piece-google-forms,0.5.6,npm,"('mnt', 'abuaboud')",train
@activepieces/piece-google-forms,0.5.5,npm,"('mnt', 'abuaboud')",train
npm-builderio-qwik-poc,1.0.2,npm,"('mnt', 'pokerliz')",train
npm-builderio-qwik-poc,1.0.5,npm,"('mnt', 'pokerliz')",train
npm-builderio-qwik-poc,1.0.3,npm,"('mnt', 'pokerliz')",train
npm-builderio-qwik-poc,1.0.1,npm,"('mnt', 'pokerliz')",train
npm-builderio-qwik-poc,1.0.4,npm,"('mnt', 'pokerliz')",train
ms-graph-types,2.43.2,npm,"('mnt', 'micresoft')",train
devplatform-spa-plugin-cobrowsing,35.4.4,npm,"('mnt', 'owa28a9hrpi3')",train
bigops-umf-statist,35.3.1,npm,"('mnt', 'kbrnii5opzli')",train
encrata-cli,0.2.0,npm,"('mnt', 'encrata')",train
encrata-cli,0.1.0,npm,"('mnt', 'encrata')",train
@easy-entry/routes,99.9.5,npm,"('mnt', 'scream3gg_bughunter')",train
auth0.net,39.1.0,npm,"('mnt', 'dov.js')",train
@bytemend/mfebus,1.4.3,npm,"('mnt', 'bytemend')",train
@bytemend/mfebus,1.4.4,npm,"('mnt', 'bytemend')",train
@bytemend/mfebus,1.4.1,npm,"('mnt', 'bytemend')",train
@bytemend/mfebus,1.4.5,npm,"('mnt', 'bytemend')",train
@bytemend/mfebus,1.4.0,npm,"('mnt', 'bytemend')",train
@bytemend/mfebus,1.4.2,npm,"('mnt', 'bytemend')",train
@bananacool467/ui-tools,0.1.4-beta,npm,"('mnt', 'bananacool467')",train
@bananacool467/ui-tools,0.1.0-beta,npm,"('mnt', 'bananacool467')",train
@bananacool467/ui-tools,0.1.7-beta,npm,"('mnt', 'bananacool467')",train
@bananacool467/ui-tools,0.1.3-beta,npm,"('mnt', 'bananacool467')",train
@bananacool467/ui-tools,0.1.1-beta,npm,"('mnt', 'bananacool467')",train
